City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Rikitea,PF,-23.1203,-134.9692,76.24,74,2,18.03,light rain
1,Georgetown,MY,5.4112,100.3354,79.9,87,40,3.44,scattered clouds
2,Cherskiy,RU,68.75,161.3,-34.65,100,62,4.07,broken clouds
3,Misratah,LY,32.3754,15.0925,57.24,52,0,13.49,clear sky
4,Tura,IN,25.5198,90.2201,72.7,54,10,2.39,clear sky
5,Albany,US,42.6001,-73.9662,35.31,81,100,4.23,overcast clouds
6,Gogrial,SS,8.5332,28.1004,76.48,65,82,4.41,broken clouds
7,Butaritari,KI,3.0707,172.7902,82.27,76,72,11.83,broken clouds
8,Busselton,AU,-33.65,115.3333,72.09,36,6,4.76,clear sky
9,Tuktoyaktuk,CA,69.4541,-133.0374,-8.5,94,100,5.32,overcast clouds
10,Vaini,TO,-21.2,-175.2,84.36,84,20,9.22,few clouds
11,Bredasdorp,ZA,-34.5322,20.0403,59.67,67,78,9.15,broken clouds
12,Treinta Y Tres,UY,-33.2333,-54.3833,54.52,83,54,5.84,broken clouds
13,Torbay,CA,47.6666,-52.7314,38.26,89,82,1.01,broken clouds
14,Tulum,MX,20.2167,-87.4667,74.93,93,26,2.21,scattered clouds
15,San Carlos De Bariloche,AR,-41.1456,-71.3082,43.25,91,92,6.64,overcast clouds
16,Hofn,IS,64.2539,-15.2082,28.29,94,100,6.67,snow
17,Kapaa,US,22.0752,-159.319,82.38,76,75,1.99,light rain
18,Provideniya,RU,64.3833,-173.3,-1.64,50,0,4.47,clear sky
19,Ilulissat,GL,69.2167,-51.1,27.01,67,90,11.05,overcast clouds
20,Hermanus,ZA,-34.4187,19.2345,57.9,73,75,8.01,light rain
21,Harper,LR,4.375,-7.7169,78.62,83,47,6.06,light rain
22,Tarauaca,BR,-8.1614,-70.7656,71.89,93,94,2.44,overcast clouds
23,Cravo Norte,CO,6.3017,-70.2041,78.08,61,99,5.57,overcast clouds
24,Constitucion,CL,-35.3333,-72.4167,52.14,87,80,10.07,broken clouds
25,Vao,NC,-22.6667,167.4833,76.86,78,54,16.22,broken clouds
26,Saint-Joseph,RE,-21.3667,55.6167,73.76,81,30,11.95,light rain
27,Ushuaia,AR,-54.8,-68.3,41.32,91,82,3.47,broken clouds
28,Carnarvon,AU,-24.8667,113.6333,75.22,51,0,22.77,clear sky
29,Atuona,PF,-9.8,-139.0333,78.8,76,63,21.03,broken clouds
30,Cap Malheureux,MU,-19.9842,57.6142,81.46,69,1,5.01,clear sky
31,Hobart,AU,-42.8794,147.3294,83.26,54,75,1.01,broken clouds
32,Minot,US,48.2325,-101.2963,45.12,45,75,14.97,broken clouds
33,Grand Gaube,MU,-20.0064,57.6608,82.38,68,1,5.01,clear sky
34,Meulaboh,ID,4.1363,96.1285,80.91,76,47,5.64,scattered clouds
35,Puerto Ayora,EC,-0.7393,-90.3518,68.38,90,43,8.39,scattered clouds
36,Yerbogachen,RU,61.2767,108.0108,-18.42,97,94,3.8,overcast clouds
37,La Paz,BO,-16.5,-68.15,48.18,100,40,2.3,fog
38,Kulhudhuffushi,MV,6.6221,73.07,81.75,76,12,8.01,few clouds
39,Qaanaaq,GL,77.484,-69.3632,5.56,68,12,6.89,few clouds
40,Bluff,NZ,-46.6,168.3333,68.81,76,100,13.15,overcast clouds
41,Clyde River,CA,70.4692,-68.5914,7.03,85,100,18.41,light snow
42,Pisco,PE,-13.7,-76.2167,64.45,82,0,6.91,clear sky
43,Suoyarvi,RU,62.0833,32.35,9.95,94,65,7.29,broken clouds
44,Beringovskiy,RU,63.05,179.3167,-5.19,94,62,9.78,broken clouds
45,Ouegoa,NC,-20.35,164.4333,84.43,69,42,10.07,moderate rain
46,Khatanga,RU,71.9667,102.5,-40.88,100,92,1.23,overcast clouds
47,Bethel,US,41.3712,-73.414,42.19,76,90,4.61,overcast clouds
48,Tezu,IN,27.9167,96.1667,74.44,38,87,2.08,overcast clouds
49,Narsaq,GL,60.9167,-46.05,30.72,98,100,16.71,snow
50,Tilichiki,RU,60.4667,166.1,12.25,94,100,11.3,snow
51,Namibe,AO,-15.1961,12.1522,69.71,83,98,5.57,light rain
52,Hilo,US,19.7297,-155.09,77.29,81,90,0.0,overcast clouds
53,Mehamn,NO,71.0357,27.8492,32.72,60,100,23.11,overcast clouds
54,Barrow,US,71.2906,-156.7887,-11.18,70,90,9.22,overcast clouds
55,Havre-Saint-Pierre,CA,50.2334,-63.5986,25.16,93,90,4.61,light snow
56,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,70,40,7.0,scattered clouds
57,Sorland,NO,67.667,12.6934,35.83,54,100,35.86,overcast clouds
58,Nikolskoye,RU,59.7035,30.7861,19.29,98,93,3.09,overcast clouds
59,Punta Arenas,CL,-53.15,-70.9167,44.71,70,20,9.22,few clouds
60,Sampit,ID,-2.5333,112.95,86.4,69,100,1.72,overcast clouds
61,Fortuna,US,40.5982,-124.1573,51.66,59,90,0.0,overcast clouds
62,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,93,76,5.61,broken clouds
63,Saskatoon,CA,52.1168,-106.6345,38.16,65,100,5.99,overcast clouds
64,Andenes,NO,69.3143,16.1194,33.78,55,100,24.16,overcast clouds
65,Bengkulu,ID,-3.8004,102.2655,82.69,67,52,6.51,broken clouds
66,Atar,MR,20.5169,-13.0499,68.88,14,100,9.44,overcast clouds
67,Arona,ES,28.0996,-16.681,61.79,64,20,1.99,few clouds
68,East London,ZA,-33.0153,27.9116,69.03,94,100,0.72,light rain
69,Tuatapere,NZ,-46.1333,167.6833,68.83,53,100,7.05,overcast clouds
70,Mayo,US,38.8876,-76.5119,52.12,76,90,3.0,overcast clouds
71,Yakymivka,UA,46.6897,35.1536,31.53,88,20,5.28,few clouds
72,Geelong,AU,-38.1471,144.3607,95.72,31,100,11.14,overcast clouds
73,Otradnoye,RU,59.7775,30.8181,19.45,99,90,2.98,overcast clouds
74,Yellowknife,CA,62.456,-114.3525,-0.58,97,100,6.53,overcast clouds
75,Champerico,GT,14.3,-91.9167,80.04,73,20,2.62,few clouds
76,Avarua,CK,-21.2078,-159.775,77.05,88,20,10.36,light rain
77,Jamestown,US,42.097,-79.2353,38.71,97,90,4.0,overcast clouds
78,Acarau,BR,-2.8856,-40.12,79.72,81,92,11.63,overcast clouds
79,Sovetskiy,RU,61.3614,63.5842,33.46,99,100,9.35,overcast clouds
80,Nuqui,CO,5.7125,-77.2708,76.98,91,100,2.39,light rain
81,Yilan,TW,24.757,121.753,66.9,74,93,5.44,overcast clouds
82,Kodiak,US,57.79,-152.4072,17.11,79,90,36.82,heavy snow
83,Kaitangata,NZ,-46.2817,169.8464,65.93,78,100,10.89,overcast clouds
84,Alyangula,AU,-13.8483,136.4192,89.74,58,100,0.13,overcast clouds
85,Sitka,US,57.0531,-135.33,35.49,64,90,13.8,moderate rain
86,Tanabe,JP,33.7333,135.3667,51.66,52,4,10.89,clear sky
87,Ponta Delgada,PT,37.7333,-25.6667,61.52,82,20,6.91,few clouds
88,Roma,US,43.2128,-75.4557,39.83,80,1,9.22,clear sky
89,Shingu,JP,33.7333,135.9833,52.75,42,0,2.08,clear sky
90,Norman Wells,CA,65.282,-126.8329,-24.52,97,100,6.4,overcast clouds
91,Saint George,US,37.1041,-113.5841,57.54,32,1,1.99,clear sky
92,Esperance,AU,-33.8667,121.9,66.51,59,24,15.68,few clouds
93,Hobyo,SO,5.3505,48.5268,78.75,67,99,15.66,overcast clouds
94,Upernavik,GL,72.7868,-56.1549,27.43,97,100,6.49,snow
95,Fairbanks,US,64.8378,-147.7164,-3.69,73,20,0.0,light snow
96,Seoul,KR,37.5683,126.9778,38.71,51,8,8.1,clear sky
97,Ponta Do Sol,PT,32.6667,-17.1,65.71,73,18,5.66,few clouds
98,Bakel,SN,14.905,-12.4568,77.88,15,91,6.49,overcast clouds
99,Hualmay,PE,-11.0964,-77.6139,65.7,86,96,6.82,overcast clouds
100,Mataura,NZ,-46.1927,168.8643,68.49,42,100,5.5,overcast clouds
101,Baruun-Urt,MN,46.6806,113.2792,22.73,58,32,19.69,scattered clouds
102,Chokurdakh,RU,70.6333,147.9167,-36.22,100,92,6.31,overcast clouds
103,Lompoc,US,34.6391,-120.4579,68.14,100,90,0.0,fog
104,Mar Del Plata,AR,-38.0023,-57.5575,62.1,87,0,1.01,clear sky
105,Komsomolskiy,UZ,40.4272,71.7189,34.52,64,16,9.22,few clouds
106,Shetpe,KZ,44.1667,52.1167,35.37,87,85,5.53,overcast clouds
107,Tukrah,LY,32.5341,20.5791,61.27,74,40,7.43,scattered clouds
108,Saldanha,ZA,-33.0117,17.9442,60.15,76,0,16.58,clear sky
109,Patacamaya,BO,-17.2333,-67.9167,50.79,73,92,7.63,overcast clouds
110,Rawson,AR,-43.3002,-65.1023,66.78,29,50,24.96,scattered clouds
111,Tiksi,RU,71.6872,128.8694,-28.93,100,78,4.41,broken clouds
112,Mandalgovi,MN,45.7625,106.2708,25.14,28,4,10.16,clear sky
113,Faanui,PF,-16.4833,-151.75,79.48,75,100,13.2,moderate rain
114,Half Moon Bay,US,37.4636,-122.4286,67.12,69,1,0.0,clear sky
115,Surt,LY,31.2089,16.5887,56.44,64,0,11.03,clear sky
116,Dikson,RU,73.5069,80.5464,-8.28,96,100,16.2,overcast clouds
117,San Rafael,AR,-34.6177,-68.3301,69.87,55,19,9.6,few clouds
118,Ancud,CL,-41.8697,-73.8203,47.32,80,100,4.81,overcast clouds
119,Kamenka,RU,51.3223,42.7678,31.75,78,100,13.87,overcast clouds
120,Cidreira,BR,-30.1811,-50.2056,65.01,71,93,6.69,overcast clouds
121,Ahipara,NZ,-35.1667,173.1667,71.06,67,100,5.26,moderate rain
122,Bonavista,CA,48.6499,-53.1147,39.11,71,8,10.78,clear sky
123,Dasoguz,TM,41.8363,59.9666,55.51,41,100,5.66,overcast clouds
124,Kirakira,SB,-10.4544,161.9205,83.73,77,36,2.46,scattered clouds
125,Isangel,VU,-19.55,169.2667,82.87,71,86,13.69,overcast clouds
126,Tomakomai,JP,42.6369,141.6033,34.18,59,75,11.5,light shower snow
127,Usinsk,RU,65.9939,57.5281,13.1,95,100,8.39,light snow
128,Mount Isa,AU,-20.7333,139.5,100.17,17,0,12.66,clear sky
129,Sambava,MG,-14.2667,50.1667,73.85,88,26,8.14,scattered clouds
130,Tolga,DZ,34.7222,5.3785,49.95,65,0,4.61,clear sky
131,Ribeira Grande,PT,38.5167,-28.7,63.99,81,4,4.83,clear sky
132,Igarka,RU,67.4667,86.5833,-18.85,95,99,6.76,overcast clouds
133,Port Alfred,ZA,-33.5906,26.891,67.46,92,93,3.11,light rain
134,Cabo San Lucas,MX,22.8909,-109.9124,78.51,64,1,0.0,clear sky
135,Matagami,CA,49.7502,-77.6328,15.91,86,90,13.8,light snow
136,Avera,US,33.194,-82.5271,60.67,50,95,7.38,overcast clouds
137,Aklavik,CA,68.2191,-135.0107,-14.49,99,100,9.64,light snow
138,Cabedelo,BR,-6.9811,-34.8339,79.47,78,98,9.84,overcast clouds
139,Weesp,NL,52.3075,5.0417,42.01,89,40,5.01,scattered clouds
140,Qaqortoq,GL,60.7167,-46.0333,32.0,98,100,16.51,snow
141,Heihe,CN,50.2441,127.4902,5.4,91,100,9.86,light snow
142,Mahibadhoo,MV,3.7833,72.9667,81.61,75,37,3.2,scattered clouds
143,Saint-Philippe,RE,-21.3585,55.7679,75.11,84,56,11.61,light rain
144,Jacobina,BR,-11.1806,-40.5183,74.75,71,96,1.74,overcast clouds
145,Kavieng,PG,-2.5744,150.7967,85.5,66,57,8.21,broken clouds
146,Chipinge,ZW,-20.1883,32.6236,60.31,59,0,4.25,clear sky
147,Nome,US,64.5011,-165.4064,-9.33,65,1,6.91,clear sky
148,Srednekolymsk,RU,67.45,153.6833,-39.37,100,54,3.56,broken clouds
149,Chuy,UY,-33.6971,-53.4616,57.79,77,10,5.39,clear sky
150,Mabaruma,GY,8.2,-59.7833,73.56,97,92,3.38,overcast clouds
151,Najran,SA,17.4924,44.1277,52.21,34,0,3.4,clear sky
152,Monrovia,LR,6.3005,-10.7969,74.97,81,41,3.24,scattered clouds
153,Kahului,US,20.8947,-156.47,79.86,80,40,17.27,scattered clouds
154,Airai,TL,-8.9266,125.4092,79.18,45,47,2.26,scattered clouds
155,Wadi Maliz,TN,36.4681,8.5495,47.35,76,0,5.14,clear sky
156,Hay River,CA,60.8156,-115.7999,5.11,96,100,2.73,overcast clouds
157,Vestmanna,FO,62.1564,-7.1664,32.92,55,75,21.85,broken clouds
158,Auki,SB,-8.7676,160.7034,83.84,75,100,1.54,overcast clouds
159,Coquimbo,CL,-29.9533,-71.3436,58.73,82,0,2.3,clear sky
160,Cayenne,GF,4.9333,-52.3333,81.09,86,75,4.0,broken clouds
161,Sisimiut,GL,66.9395,-53.6735,32.07,83,100,5.5,overcast clouds
162,Berlevag,NO,70.8578,29.0864,33.66,60,100,26.96,light snow
163,Kuito,AO,-12.3833,16.9333,58.84,93,100,2.26,light rain
164,Berwick,US,41.0545,-76.2333,42.31,77,100,4.94,overcast clouds
165,Tateyama,JP,34.9833,139.8667,56.14,42,0,6.13,clear sky
166,Rio Gallegos,AR,-51.6226,-69.2181,46.45,46,0,11.5,clear sky
167,Iwanai,JP,42.9744,140.5089,30.58,72,100,24.87,light snow
168,Waingapu,ID,-9.6567,120.2641,86.2,62,20,6.42,few clouds
169,Castro,BR,-24.7911,-50.0119,62.8,91,49,9.98,scattered clouds
170,La Rioja,ES,42.25,-2.5,36.48,97,100,5.35,overcast clouds
171,Tasiilaq,GL,65.6145,-37.6368,26.13,92,100,34.85,snow
172,Bejar,ES,40.3864,-5.7634,40.59,99,100,5.5,overcast clouds
173,Northam,GB,51.0333,-4.2167,44.62,79,19,12.53,few clouds
174,Vysokogornyy,RU,50.1167,139.15,7.95,91,100,19.22,light snow
175,Thompson,CA,55.7435,-97.8558,-4.67,93,99,5.37,overcast clouds
176,Mnogovershinnyy,RU,53.9353,139.9242,9.99,90,100,22.64,snow
177,Nanortalik,GL,60.1432,-45.2371,32.67,98,100,21.18,light snow
178,Iqaluit,CA,63.7506,-68.5145,10.51,91,100,4.16,overcast clouds
179,Gat,IL,31.61,34.7642,63.28,100,53,8.08,broken clouds
180,Sao Filipe,CV,14.8961,-24.4956,74.71,68,100,11.18,overcast clouds
181,Westport,US,41.1415,-73.3579,46.98,75,90,1.01,overcast clouds
182,Vila Velha,BR,-20.3297,-40.2925,76.95,89,75,3.44,broken clouds
183,Poum,NC,-20.2333,164.0167,82.27,74,36,14.25,light rain
184,Chernyshevskiy,RU,63.0128,112.4714,-12.98,97,100,1.48,overcast clouds
185,Billings,US,45.7833,-108.5007,62.51,31,75,20.71,broken clouds
186,Longwy,FR,49.5194,5.7688,41.72,96,97,5.01,overcast clouds
187,Antalaha,MG,-14.9003,50.2788,73.56,88,47,5.19,scattered clouds
188,San Cristobal,VE,7.7669,-72.225,68.18,93,65,2.01,broken clouds
189,Areosa,PT,41.7178,-8.8571,50.56,85,100,22.41,overcast clouds
190,Izumo,JP,35.3667,132.7667,49.19,57,47,13.76,scattered clouds
191,Hamilton,US,39.1834,-84.5333,53.11,88,90,1.01,overcast clouds
192,Ulstrup,DK,56.3899,9.7935,33.91,78,100,19.13,overcast clouds
193,Stara Vyzhivka,UA,51.4376,24.44,41.72,88,100,19.3,overcast clouds
194,Bowen,AU,-20.0167,148.2333,84.38,67,0,12.88,clear sky
195,Hithadhoo,MV,-0.6,73.0833,82.06,74,91,5.82,overcast clouds
196,Lata,PT,40.1629,-8.3327,52.92,90,100,12.01,overcast clouds
197,Geraldton,AU,-28.7667,114.6,75.61,50,0,17.27,clear sky
198,Altay,CN,47.8667,88.1167,22.17,50,58,7.83,broken clouds
199,Arraial Do Cabo,BR,-22.9661,-42.0278,73.13,88,43,8.55,scattered clouds
200,Ryotsu,JP,38.0833,138.4333,43.93,65,92,16.89,overcast clouds
201,Ranong,TH,9.9658,98.6348,79.77,84,100,9.69,light rain
202,Road Town,VG,18.4167,-64.6167,80.69,77,93,19.44,overcast clouds
203,Sangamner,IN,19.5667,74.2167,57.13,96,100,10.09,light rain
204,Heyang,CN,26.1011,107.473,50.09,51,100,3.53,overcast clouds
205,Kuah,MY,6.3265,99.8432,78.82,86,100,13.82,overcast clouds
206,Alice Springs,AU,-23.7,133.8833,96.35,11,3,13.8,clear sky
207,Muli,MV,2.9167,73.5667,81.77,75,84,5.84,broken clouds
208,Lebu,CL,-37.6167,-73.65,53.35,92,100,11.54,overcast clouds
209,New Norfolk,AU,-42.7826,147.0587,82.9,37,82,1.01,moderate rain
210,Shache,CN,38.4167,77.2406,29.61,34,0,3.04,clear sky
211,Kutum,SD,14.2,24.6667,61.02,35,0,12.86,clear sky
212,Talnakh,RU,69.4865,88.3972,-23.06,98,24,4.79,few clouds
213,Muisne,EC,0.6,-80.0333,74.3,85,100,4.12,overcast clouds
214,Labuhan,ID,-6.8844,112.2051,84.36,68,100,4.65,overcast clouds
215,Belyy Yar,RU,53.6039,91.3903,10.29,92,53,2.24,smoke
216,Goulburn,AU,-34.75,149.7167,81.64,41,0,1.81,clear sky
217,Lebedyn,UA,50.5852,34.4849,25.97,85,20,6.91,few clouds
218,San Patricio,US,28.017,-97.5169,69.89,82,97,5.79,overcast clouds
219,Brae,GB,60.3964,-1.353,37.31,61,95,20.96,overcast clouds
220,Sechura,PE,-5.5569,-80.8222,66.22,80,100,8.43,overcast clouds
221,Vanimo,PG,-2.6741,141.3028,83.68,75,100,3.94,overcast clouds
222,Zheleznodorozhnyy,RU,55.7503,38.0042,23.22,90,100,8.57,overcast clouds
223,Zambezi,ZM,-13.5432,23.1047,65.35,80,53,4.25,broken clouds
224,Cape Town,ZA,-33.9258,18.4232,58.26,68,0,11.88,clear sky
225,Iquitos,PE,-3.7481,-73.2472,77.04,88,75,5.75,broken clouds
226,Port Elizabeth,ZA,-33.918,25.5701,66.09,85,99,18.28,overcast clouds
227,Puerto Escondido,MX,15.85,-97.0667,77.83,69,20,4.61,few clouds
228,Coihaique,CL,-45.5752,-72.0662,43.41,75,0,3.44,clear sky
229,Fort Nelson,CA,58.8053,-122.7002,-13.25,100,43,2.08,scattered clouds
230,Dunedin,NZ,-45.8742,170.5036,59.18,84,100,15.9,overcast clouds
231,Kununurra,AU,-15.7667,128.7333,102.18,30,100,9.22,overcast clouds
232,Bereda,ES,43.2686,-7.5406,46.15,100,78,7.36,broken clouds
233,Eureka,US,40.8021,-124.1637,51.93,90,0,1.99,clear sky
234,Kavaratti,IN,10.5669,72.642,82.38,77,39,12.37,scattered clouds
235,Camacha,PT,33.0833,-16.3333,62.02,72,40,10.36,scattered clouds
236,Pangnirtung,CA,66.1451,-65.7125,-1.08,97,99,6.64,overcast clouds
237,Ossora,RU,59.2353,163.0719,32.13,99,100,7.58,snow
238,Yar-Sale,RU,66.8333,70.8333,1.76,95,100,14.83,overcast clouds
239,Guerrero Negro,MX,27.9769,-114.0611,63.97,83,11,9.37,few clouds
240,Kristiinankaupunki,FI,62.2743,21.376,21.63,95,97,6.78,light snow
241,Lagoa,PT,39.05,-27.9833,62.8,82,0,7.83,clear sky
242,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.59,98,100,1.07,overcast clouds
243,Jalu,LY,29.0331,21.5482,54.79,78,94,4.34,overcast clouds
244,Kalmar,SE,56.6616,16.3616,36.97,99,90,18.41,light snow
245,Praya,CV,14.9215,-23.5087,73.94,73,75,18.41,haze
246,Leningradskiy,RU,69.3833,178.4167,-15.21,89,100,3.33,overcast clouds
247,Flinders,AU,-34.5833,150.8552,84.79,71,41,13.06,scattered clouds
248,Husavik,IS,66.0449,-17.3389,24.46,83,100,14.43,light snow
249,Barkly West,ZA,-28.5354,24.5215,71.73,50,5,15.7,clear sky
250,Khiri Mat,TH,16.8333,99.8,76.08,67,43,1.68,scattered clouds
251,Mwandiga,TZ,-4.83,29.6581,69.33,88,97,5.21,light rain
252,Umm Lajj,SA,25.0213,37.2685,73.53,65,20,11.72,few clouds
253,Atikokan,CA,48.7555,-91.6216,36.73,92,100,15.05,overcast clouds
254,New Philadelphia,US,40.4898,-81.4457,46.89,93,90,1.99,overcast clouds
255,Doka,SD,13.5167,35.7667,73.8,29,0,8.25,clear sky
256,Deep River,CA,46.1001,-77.4995,32.43,87,100,9.82,overcast clouds
257,Kudat,MY,6.8837,116.8477,81.25,78,100,3.51,moderate rain
258,Itaituba,BR,-4.2761,-55.9836,73.4,99,97,2.42,overcast clouds
259,Porto Walter,BR,-8.2686,-72.7439,73.4,93,77,2.77,broken clouds
260,Udachnyy,RU,66.4167,112.4,-20.67,100,98,4.18,overcast clouds
261,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,85,23,5.68,few clouds
262,Saint-Louis,SN,16.3333,-15.0,77.58,16,100,9.62,overcast clouds
263,Bilibino,RU,68.0546,166.4372,-34.49,100,90,4.54,overcast clouds
264,Zabid,YE,14.1951,43.3152,73.15,63,0,3.58,clear sky
265,Deputatskiy,RU,69.3,139.9,-37.77,100,48,2.01,scattered clouds
266,Palmer,US,42.1584,-72.3287,35.64,78,75,0.0,broken clouds
267,General Roca,AR,-39.0333,-67.5833,72.63,27,64,17.16,broken clouds
268,Leshukonskoye,RU,64.8989,45.7622,18.36,98,100,2.01,overcast clouds
269,Vrangel,RU,42.7297,133.0839,32.68,52,6,16.58,clear sky
270,Victoria,HK,22.2855,114.1577,66.25,39,6,1.99,clear sky
271,Caravelas,BR,-17.7125,-39.2481,73.87,95,74,7.58,broken clouds
272,Faya,SA,18.3851,42.4509,52.32,55,2,3.0,clear sky
273,Kataysk,RU,56.289,62.5841,35.02,90,99,13.4,overcast clouds
274,Saskylakh,RU,71.9167,114.0833,-35.36,100,98,1.39,overcast clouds
275,Hongjiang,CN,27.11,109.9956,56.48,50,21,2.35,few clouds
276,Hunchun,CN,42.8675,130.3581,31.73,53,3,3.83,clear sky
277,Luderitz,NA,-26.6481,15.1594,58.84,70,0,16.89,clear sky
278,Sanchi,IN,23.4833,77.7333,63.72,40,100,5.41,overcast clouds
279,Dickinson,US,29.4608,-95.0513,66.94,92,1,4.61,clear sky
280,Cockburn Town,TC,21.4612,-71.1419,80.47,73,0,15.1,clear sky
281,Almaznyy,RU,48.0448,40.045,33.94,89,64,10.67,broken clouds
282,Brits,ZA,-25.6347,27.7802,66.36,77,12,5.44,few clouds
283,Lorengau,PG,-2.0226,147.2712,83.08,78,100,3.02,overcast clouds
284,Oum Hadjer,TD,13.2954,19.6966,72.57,24,3,10.38,clear sky
285,Chhabra,IN,24.6667,76.8333,64.35,42,100,7.67,overcast clouds
286,Gbarnga,LR,6.9956,-9.4722,70.07,99,52,1.1,light rain
287,Vanavara,RU,60.34,102.2797,-1.3,96,100,3.06,overcast clouds
288,Palauig,PH,15.435,119.9045,82.85,58,77,3.24,broken clouds
289,Storforshei,NO,66.4043,14.5233,6.66,80,100,6.31,overcast clouds
290,Laguna,US,38.421,-121.4238,64.9,87,1,0.0,mist
291,Rabo De Peixe,PT,37.8,-25.5833,60.31,96,20,6.91,few clouds
292,Ocampo,MX,21.65,-101.5,55.6,59,38,9.82,scattered clouds
293,La Ronge,CA,55.1001,-105.2842,12.13,95,99,2.75,overcast clouds
294,Zhigansk,RU,66.7697,123.3711,-40.94,98,66,6.62,broken clouds
295,Mosjoen,NO,65.836,13.1908,21.2,95,98,6.26,overcast clouds
296,Russell,US,32.3502,-85.1999,55.11,76,1,3.44,clear sky
297,Souillac,MU,-20.5167,57.5167,82.36,74,75,6.91,broken clouds
298,Houma,US,29.5958,-90.7195,60.98,95,0,1.01,clear sky
299,Taksimo,RU,56.3444,114.8794,5.11,82,17,4.32,few clouds
300,Bahia Blanca,AR,-38.7196,-62.2724,69.6,55,100,8.19,overcast clouds
301,Zhuhai,CN,22.2769,113.5678,65.98,45,0,20.71,clear sky
302,Kruisfontein,ZA,-34.0033,24.7314,63.88,89,100,14.52,overcast clouds
303,Lebedinyy,RU,58.5167,125.5167,-4.85,94,100,5.55,overcast clouds
304,Klaksvik,FO,62.2266,-6.589,34.72,62,97,23.8,overcast clouds
305,Amapa,BR,1.0,-52.0,72.46,99,100,2.19,overcast clouds
306,Okato,NZ,-39.2,173.8833,62.69,95,100,7.83,overcast clouds
307,Pimenta Bueno,BR,-11.6725,-61.1936,72.95,98,100,3.24,overcast clouds
308,Port Hardy,CA,50.6996,-127.4199,45.75,79,100,13.71,light rain
309,Brenham,US,30.1669,-96.3977,63.03,85,1,0.0,clear sky
310,Aswan,EG,24.0934,32.907,62.06,55,50,12.91,scattered clouds
311,Mudgee,AU,-32.5943,149.5871,78.62,43,4,1.66,clear sky
312,Awbari,LY,26.5921,12.7805,54.39,29,61,9.51,broken clouds
313,Lages,BR,-27.8161,-50.3261,57.76,92,69,4.5,broken clouds
314,Vestmannaeyjar,IS,63.4427,-20.2734,37.87,98,100,34.4,heavy intensity rain
315,Hailar,CN,49.2,119.7,15.44,69,100,18.19,overcast clouds
316,Orleans,US,30.0335,-89.9501,63.0,75,1,4.61,clear sky
317,Mapiripan,CO,2.8892,-72.1256,75.16,83,80,4.47,broken clouds
318,Xiongzhou,CN,25.1167,114.3,57.22,31,0,3.91,clear sky
319,Macau,MO,22.2006,113.5461,65.07,45,0,20.71,clear sky
320,Ahuimanu,US,21.4447,-157.8378,80.31,68,90,8.05,overcast clouds
321,Petrinja,HR,45.4375,16.29,49.06,75,100,8.16,overcast clouds
322,Port Augusta,AU,-32.5,137.7667,96.71,45,2,16.82,clear sky
323,Acapulco,MX,16.8634,-99.8901,80.42,78,1,0.0,clear sky
